"Date","Price","Open","High","Low","Vol.","Change %"
"02/13/2013","1.9647","1.9703","1.9703","1.9638","","-0.22%"
"02/12/2013","1.9690","1.9734","1.9734","1.9690","","-0.19%"
"02/11/2013","1.9728","1.9686","1.9729","1.9686","","-0.02%"
"02/08/2013","1.9732","1.9670","1.9795","1.9510","","0.33%"
"02/07/2013","1.9667","1.9903","1.9917","1.9607","","-1.19%"
"02/06/2013","1.9903","1.9840","1.9918","1.9834","","0.29%"
"02/05/2013","1.9845","1.9967","1.9967","1.9819","","-0.58%"
"02/04/2013","1.9960","1.9872","1.9970","1.9842","","0.41%"
"02/01/2013","1.9878","1.9909","1.9926","1.9787","","-0.15%"
"01/31/2013","1.9908","1.9871","1.9929","1.9811","","-0.03%"
"01/30/2013","1.9914","1.9868","2.0014","1.9828","","0.28%"
"01/29/2013","1.9859","1.9954","1.9994","1.9829","","-0.50%"
"01/28/2013","1.9958","2.0303","2.0366","1.9943","","-1.68%"
"01/25/2013","2.0300","2.0300","2.0312","2.0286","","0.00%"
"01/24/2013","2.0300","2.0360","2.0379","2.0275","","-0.27%"
"01/23/2013","2.0354","2.0419","2.0451","2.0349","","-0.37%"
"01/22/2013","2.0429","2.0419","2.0504","2.0383","","0.05%"
"01/21/2013","2.0418","2.0397","2.0430","2.0397","","0.05%"
"01/18/2013","2.0408","2.0385","2.0460","2.0385","","0.11%"
"01/17/2013","2.0385","2.0424","2.0454","2.0372","","-0.19%"
"01/16/2013","2.0424","2.0358","2.0454","2.0327","","0.32%"
"01/15/2013","2.0358","2.0319","2.0392","2.0302","","0.20%"
"01/14/2013","2.0318","2.0292","2.0359","2.0292","","-0.07%"
"01/11/2013","2.0332","2.0290","2.0389","2.0286","","0.21%"
"01/10/2013","2.0290","2.0420","2.0425","2.0275","","-0.45%"
"01/09/2013","2.0381","2.0415","2.0461","2.0347","","-0.17%"
"01/08/2013","2.0415","2.0262","2.0416","2.0202","","0.73%"
"01/07/2013","2.0267","2.0347","2.0373","2.0232","","-0.39%"
"01/04/2013","2.0347","2.0467","2.0505","2.0320","","-0.55%"
"01/03/2013","2.0459","2.0482","2.0505","2.0337","","0.03%"
"01/02/2013","2.0452","2.0337","2.0474","2.0326","","-0.16%"
"01/01/2013","2.0485","2.0485","2.0485","2.0485","","0.00%"
"12/31/2012","2.0485","2.0480","2.0485","2.0480","","0.05%"
"12/28/2012","2.0475","2.0427","2.0480","2.0385","","0.20%"
"12/27/2012","2.0434","2.0499","2.0568","2.0403","","-0.28%"
"12/26/2012","2.0491","2.0772","2.0772","2.0395","","-1.40%"
"12/25/2012","2.0783","2.0783","2.0783","2.0783","","0.00%"
"12/24/2012","2.0783","2.0783","2.0783","2.0783","","0.00%"
"12/21/2012","2.0783","2.0728","2.0813","2.0681","","0.43%"
"12/20/2012","2.0694","2.0716","2.0725","2.0545","","-0.11%"
"12/19/2012","2.0716","2.0881","2.0899","2.0667","","-0.83%"
"12/18/2012","2.0890","2.0998","2.1025","2.0856","","-0.50%"
"12/17/2012","2.0995","2.0855","2.1019","2.0833","","0.67%"
"12/14/2012","2.0856","2.0854","2.0895","2.0776","","0.02%"
"12/13/2012","2.0852","2.0716","2.0864","2.0716","","0.64%"
"12/12/2012","2.0720","2.0792","2.0826","2.0701","","-0.32%"
"12/11/2012","2.0787","2.0765","2.0820","2.0720","","0.09%"
"12/10/2012","2.0768","2.0747","2.0833","2.0732","","0.10%"
"12/07/2012","2.0747","2.0730","2.0924","2.0713","","-0.13%"
"12/06/2012","2.0774","2.0878","2.0878","2.0739","","-0.50%"
"12/05/2012","2.0878","2.1199","2.1199","2.0869","","-1.50%"
"12/04/2012","2.1197","2.1193","2.1251","2.1002","","0.02%"
"12/03/2012","2.1193","2.1352","2.1384","2.0962","","-0.79%"
"11/30/2012","2.1361","2.0991","2.1377","2.0949","","1.78%"
"11/29/2012","2.0987","2.0928","2.1111","2.0869","","0.28%"
"11/28/2012","2.0928","2.0846","2.0951","2.0831","","0.41%"
"11/27/2012","2.0842","2.0832","2.0842","2.0709","","0.06%"
"11/26/2012","2.0830","2.0812","2.0861","2.0721","","0.07%"
"11/23/2012","2.0816","2.1044","2.1172","2.0785","","-1.10%"
"11/22/2012","2.1048","2.0991","2.1069","2.0884","","0.29%"
"11/21/2012","2.0988","2.0804","2.0996","2.0804","","0.88%"
"11/20/2012","2.0805","2.0760","2.0810","2.0760","","0.21%"
"11/19/2012","2.0762","2.0842","2.0865","2.0692","","-0.38%"
"11/16/2012","2.0842","2.0667","2.0873","2.0667","","0.86%"
"11/15/2012","2.0665","2.0671","2.0671","2.0662","","-0.02%"
"11/14/2012","2.0669","2.0577","2.0707","2.0553","","0.42%"
"11/13/2012","2.0583","2.0514","2.0745","2.0513","","0.36%"
"11/12/2012","2.0510","2.0457","2.0549","2.0423","","0.23%"
"11/09/2012","2.0463","2.0410","2.0678","2.0402","","0.29%"
"11/08/2012","2.0404","2.0332","2.0424","2.0317","","0.33%"
"11/07/2012","2.0337","2.0326","2.0360","2.0303","","0.08%"
"11/06/2012","2.0321","2.0351","2.0351","2.0302","","-0.16%"
"11/05/2012","2.0353","2.0307","2.0354","2.0307","","0.18%"
"11/02/2012","2.0316","2.0312","2.0316","2.0312","","0.03%"
"11/01/2012","2.0310","2.0316","2.0322","2.0302","","0.00%"
"10/31/2012","2.0309","2.0306","2.0343","2.0263","","0.01%"
"10/30/2012","2.0307","2.0337","2.0337","2.0289","","-0.14%"
"10/29/2012","2.0335","2.0267","2.0337","2.0267","","0.32%"
"10/26/2012","2.0270","2.0270","2.0275","2.0247","","0.09%"
"10/25/2012","2.0252","2.0240","2.0275","2.0237","","0.00%"
"10/24/2012","2.0252","2.0268","2.0291","2.0232","","-0.09%"
"10/23/2012","2.0270","2.0250","2.0313","2.0245","","0.14%"
"10/22/2012","2.0242","2.0272","2.0282","2.0229","","-0.17%"
"10/19/2012","2.0277","2.0267","2.0298","2.0257","","0.07%"
"10/18/2012","2.0263","2.0316","2.0343","2.0252","","-0.28%"
"10/17/2012","2.0320","2.0362","2.0362","2.0294","","-0.05%"
"10/16/2012","2.0330","2.0363","2.0378","2.0305","","-0.16%"
"10/15/2012","2.0363","2.0442","2.0442","2.0310","","-0.40%"
"10/12/2012","2.0445","2.0423","2.0445","2.0423","","0.11%"
"10/11/2012","2.0423","2.0427","2.0436","2.0347","","-0.01%"
"10/10/2012","2.0426","2.0361","2.0437","2.0305","","0.31%"
"10/09/2012","2.0362","2.0297","2.0385","2.0277","","0.32%"
"10/08/2012","2.0297","2.0322","2.0347","2.0282","","-0.06%"
"10/05/2012","2.0310","2.0184","2.0345","2.0164","","0.66%"
"10/04/2012","2.0177","2.0213","2.0240","2.0168","","-0.21%"
"10/03/2012","2.0220","2.0280","2.0291","2.0216","","-0.18%"
"10/02/2012","2.0257","2.0259","2.0288","2.0223","","-0.03%"
"10/01/2012","2.0264","2.0286","2.0295","2.0211","","0.03%"
"09/28/2012","2.0257","2.0295","2.0353","2.0234","","-0.18%"
"09/27/2012","2.0293","2.0362","2.0377","2.0287","","-0.34%"
"09/26/2012","2.0362","2.0314","2.0366","2.0272","","0.23%"
"09/25/2012","2.0315","2.0263","2.0325","2.0233","","0.25%"
"09/24/2012","2.0264","2.0234","2.0301","2.0234","","0.19%"
"09/21/2012","2.0225","2.0217","2.0269","2.0209","","0.06%"
"09/20/2012","2.0213","2.0248","2.0309","2.0203","","-0.14%"
"09/19/2012","2.0242","2.0234","2.0274","2.0213","","0.05%"
"09/18/2012","2.0231","2.0323","2.0360","2.0204","","-0.48%"
"09/17/2012","2.0329","2.0123","2.0345","2.0123","","1.04%"
"09/14/2012","2.0119","2.0206","2.0226","2.0065","","-0.46%"
"09/13/2012","2.0211","2.0258","2.0297","2.0165","","-0.30%"
"09/12/2012","2.0271","2.0166","2.0292","2.0137","","0.52%"
"09/11/2012","2.0167","2.0225","2.0312","2.0148","","-0.28%"
"09/10/2012","2.0224","2.0282","2.0293","2.0188","","-0.28%"
"09/07/2012","2.0281","2.0281","2.0281","2.0281","","0.00%"
"09/06/2012","2.0281","2.0398","2.0430","2.0271","","-0.55%"
"09/05/2012","2.0393","2.0423","2.0450","2.0347","","-0.17%"
"09/04/2012","2.0427","2.0321","2.0441","2.0282","","0.48%"
"09/03/2012","2.0330","2.0305","2.0354","2.0280","","0.18%"
"08/31/2012","2.0293","2.0496","2.0518","2.0263","","-0.95%"
"08/30/2012","2.0488","2.0497","2.0567","2.0432","","-0.06%"
"08/29/2012","2.0500","2.0444","2.0548","2.0431","","0.29%"
"08/28/2012","2.0440","2.0348","2.0530","2.0318","","0.48%"
"08/27/2012","2.0342","2.0248","2.0354","2.0228","","0.35%"
"08/24/2012","2.0271","2.0230","2.0360","2.0190","","0.17%"
"08/23/2012","2.0237","2.0171","2.0269","2.0156","","0.36%"
"08/22/2012","2.0165","2.0166","2.0231","2.0145","","0.03%"
"08/21/2012","2.0158","2.0161","2.0227","2.0050","","-0.05%"
"08/20/2012","2.0168","2.0157","2.0223","2.0145","","0.06%"
"08/17/2012","2.0155","2.0178","2.0241","2.0140","","-0.06%"
"08/16/2012","2.0168","2.0222","2.0273","2.0166","","-0.28%"
"08/15/2012","2.0225","2.0267","2.0307","2.0190","","-0.20%"
"08/14/2012","2.0266","2.0204","2.0293","2.0164","","0.31%"
"08/13/2012","2.0204","2.0154","2.0301","2.0148","","0.27%"
"08/10/2012","2.0149","2.0139","2.0231","2.0128","","0.09%"
"08/09/2012","2.0130","2.0214","2.0273","2.0130","","-0.37%"
"08/08/2012","2.0205","2.0319","2.0360","2.0190","","-0.39%"
"08/07/2012","2.0285","2.0318","2.0330","2.0230","","-0.13%"
"08/06/2012","2.0312","2.0295","2.0322","2.0242","","0.15%"
"08/03/2012","2.0282","2.0497","2.0503","2.0217","","-1.05%"
"08/02/2012","2.0497","2.0448","2.0537","2.0322","","0.26%"
"08/01/2012","2.0443","2.0560","2.0565","2.0368","","-0.60%"
"07/31/2012","2.0567","2.0399","2.0567","2.0383","","0.79%"
"07/30/2012","2.0405","2.0212","2.0430","2.0212","","0.95%"
"07/27/2012","2.0212","2.0213","2.0289","2.0079","","0.00%"
"07/26/2012","2.0213","2.0339","2.0357","2.0186","","-0.58%"
"07/25/2012","2.0331","2.0476","2.0476","2.0323","","-0.71%"
"07/24/2012","2.0477","2.0393","2.0527","2.0355","","0.43%"
"07/23/2012","2.0389","2.0232","2.0460","2.0232","","0.76%"
"07/20/2012","2.0236","2.0121","2.0274","2.0115","","0.55%"
"07/19/2012","2.0125","2.0232","2.0282","2.0100","","-0.50%"
"07/18/2012","2.0227","2.0210","2.0301","2.0162","","0.03%"
"07/17/2012","2.0220","2.0358","2.0407","2.0202","","-0.62%"
"07/16/2012","2.0347","2.0358","2.0436","2.0324","","-0.11%"
"07/13/2012","2.0370","2.0372","2.0417","2.0288","","-0.01%"
"07/12/2012","2.0373","2.0355","2.0519","2.0354","","0.14%"
"07/11/2012","2.0345","2.0339","2.0406","2.0257","","0.06%"
"07/10/2012","2.0333","2.0270","2.0408","2.0230","","0.05%"
"07/09/2012","2.0323","2.0270","2.0328","2.0270","","0.21%"
"07/06/2012","2.0281","2.0190","2.0416","2.0152","","0.43%"
"07/05/2012","2.0194","2.0271","2.0387","2.0117","","-0.42%"
"07/04/2012","2.0279","2.0114","2.0367","2.0095","","0.61%"
"07/03/2012","2.0156","1.9830","2.0189","1.9777","","1.55%"
"07/02/2012","1.9849","2.0054","2.0134","1.9838","","-1.22%"
"06/29/2012","2.0095","2.0762","2.0762","2.0042","","-3.23%"
"06/28/2012","2.0765","2.0774","2.0999","2.0726","","0.00%"
"06/27/2012","2.0764","2.0755","2.0970","2.0697","","0.19%"
"06/26/2012","2.0724","2.0608","2.0772","2.0575","","0.54%"
"06/25/2012","2.0613","2.0667","2.0788","2.0606","","-0.30%"
"06/22/2012","2.0675","2.0629","2.0685","2.0489","","0.21%"
"06/21/2012","2.0631","2.0257","2.0631","2.0232","","1.85%"
"06/20/2012","2.0256","2.0274","2.0385","2.0212","","-0.11%"
"06/19/2012","2.0279","2.0578","2.0578","2.0259","","-1.75%"
"06/18/2012","2.0641","2.0446","2.0690","2.0446","","0.77%"
"06/15/2012","2.0484","2.0564","2.0598","2.0362","","-0.41%"
"06/14/2012","2.0569","2.0714","2.0743","2.0493","","-0.72%"
"06/13/2012","2.0719","2.0663","2.0751","2.0513","","0.17%"
"06/12/2012","2.0684","2.0652","2.0718","2.0467","","0.15%"
"06/11/2012","2.0652","2.0202","2.0663","2.0148","","2.17%"
"06/08/2012","2.0213","2.0326","2.0438","2.0187","","-0.57%"
"06/07/2012","2.0328","2.0328","2.0328","2.0328","","0.00%"
"06/06/2012","2.0328","2.0242","2.0334","2.0112","","0.40%"
"06/05/2012","2.0248","2.0566","2.0627","2.0147","","-1.52%"
"06/04/2012","2.0560","2.0398","2.0591","2.0313","","0.78%"
"06/01/2012","2.0400","2.0223","2.0502","2.0216","","0.86%"
"05/31/2012","2.0226","2.0162","2.0286","2.0025","","0.33%"
"05/30/2012","2.0160","1.9923","2.0189","1.9923","","1.33%"
"05/29/2012","1.9895","1.9830","2.0002","1.9773","","0.32%"
"05/28/2012","1.9832","1.9827","1.9838","1.9699","","-0.07%"
"05/25/2012","1.9846","2.0282","2.0319","1.9827","","-2.15%"
"05/24/2012","2.0282","2.0302","2.0523","2.0222","","-0.13%"
"05/23/2012","2.0309","2.0906","2.1062","2.0277","","-2.86%"
"05/22/2012","2.0907","2.0415","2.0917","2.0372","","2.40%"
"05/21/2012","2.0417","2.0211","2.0502","2.0190","","0.89%"
"05/18/2012","2.0237","2.0099","2.0588","1.9928","","0.72%"
"05/17/2012","2.0092","2.0000","2.0131","1.9890","","0.43%"
"05/16/2012","2.0005","2.0023","2.0087","1.9875","","-0.06%"
"05/15/2012","2.0017","1.9905","2.0063","1.9812","","0.33%"
"05/14/2012","1.9951","1.9661","2.0071","1.9661","","1.48%"
"05/11/2012","1.9660","1.9524","1.9689","1.9390","","0.67%"
"05/10/2012","1.9529","1.9709","1.9709","1.9440","","-0.94%"
"05/09/2012","1.9715","1.9409","1.9726","1.9382","","1.64%"
"05/08/2012","1.9397","1.9209","1.9433","1.9198","","1.06%"
"05/07/2012","1.9194","1.9274","1.9362","1.9186","","-0.42%"
"05/04/2012","1.9275","1.9086","1.9303","1.9072","","1.00%"
"05/03/2012","1.9085","1.9233","1.9360","1.9070","","-0.82%"
"05/02/2012","1.9243","1.9074","1.9304","1.9067","","1.03%"
"05/01/2012","1.9047","1.9047","1.9047","1.9047","","-0.21%"
"04/30/2012","1.9088","1.8892","1.9123","1.8827","","1.20%"
"04/27/2012","1.8861","1.8861","1.8882","1.8813","","0.03%"
"04/26/2012","1.8855","1.8814","1.8911","1.8778","","0.36%"
"04/25/2012","1.8788","1.8780","1.8880","1.8752","","-0.18%"
"04/24/2012","1.8821","1.8789","1.8842","1.8740","","0.10%"
"04/23/2012","1.8802","1.8759","1.8910","1.8721","","0.42%"
"04/20/2012","1.8724","1.8806","1.8872","1.8613","","-0.44%"
"04/19/2012","1.8806","1.8790","1.8942","1.8787","","0.09%"
"04/18/2012","1.8790","1.8611","1.8843","1.8569","","0.96%"
"04/17/2012","1.8612","1.8474","1.8618","1.8399","","0.73%"
"04/16/2012","1.8478","1.8379","1.8498","1.8318","","0.58%"
"04/13/2012","1.8372","1.8270","1.8422","1.8270","","0.55%"
"04/12/2012","1.8272","1.8358","1.8438","1.8222","","-0.47%"
"04/11/2012","1.8358","1.8337","1.8377","1.8248","","0.11%"
"04/10/2012","1.8337","1.8170","1.8377","1.8155","","0.90%"
"04/09/2012","1.8173","1.8261","1.8317","1.8167","","-0.23%"
"04/06/2012","1.8214","1.8214","1.8214","1.8214","","0.00%"
"04/05/2012","1.8214","1.8266","1.8330","1.8210","","-0.27%"
"04/04/2012","1.8263","1.8258","1.8346","1.8248","","0.04%"
"04/03/2012","1.8255","1.8336","1.8357","1.8193","","-0.40%"
"04/02/2012","1.8329","1.8267","1.8365","1.8231","","0.36%"
"03/30/2012","1.8264","1.8224","1.8310","1.8117","","0.22%"
"03/29/2012","1.8224","1.8259","1.8375","1.8178","","-0.03%"
"03/28/2012","1.8230","1.8219","1.8286","1.8144","","0.06%"
"03/27/2012","1.8219","1.8186","1.8234","1.8084","","0.24%"
"03/26/2012","1.8175","1.8113","1.8193","1.8039","","0.38%"
"03/23/2012","1.8106","1.8199","1.8260","1.8083","","-0.51%"
"03/22/2012","1.8199","1.8203","1.8327","1.8176","","-0.15%"
"03/21/2012","1.8226","1.8152","1.8295","1.8131","","0.45%"
"03/20/2012","1.8144","1.8194","1.8348","1.8123","","-0.39%"
"03/19/2012","1.8215","1.8028","1.8225","1.8008","","1.18%"
"03/16/2012","1.8003","1.7999","1.8060","1.7934","","0.07%"
"03/15/2012","1.7991","1.8073","1.8109","1.7856","","-0.35%"
"03/14/2012","1.8054","1.7923","1.8255","1.7915","","0.71%"
"03/13/2012","1.7926","1.7969","1.8275","1.7893","","-0.38%"
"03/12/2012","1.7995","1.7909","1.8332","1.7909","","0.45%"
"03/09/2012","1.7914","1.7606","1.7958","1.7606","","1.71%"
"03/08/2012","1.7612","1.7668","1.7817","1.7548","","-0.30%"
"03/07/2012","1.7665","1.7584","1.7752","1.7536","","0.46%"
"03/06/2012","1.7584","1.7394","1.7657","1.7390","","1.09%"
"03/05/2012","1.7394","1.7299","1.7416","1.7247","","0.48%"
"03/02/2012","1.7311","1.7140","1.7364","1.7140","","1.01%"
"03/01/2012","1.7138","1.7174","1.7291","1.7098","","-0.21%"
"02/29/2012","1.7174","1.6957","1.7277","1.6867","","1.32%"
"02/28/2012","1.6950","1.7081","1.7097","1.6933","","-0.74%"
"02/27/2012","1.7077","1.7092","1.7163","1.7022","","-0.10%"
"02/24/2012","1.7094","1.7147","1.7147","1.7006","","-0.25%"
"02/23/2012","1.7137","1.7053","1.7155","1.6960","","0.43%"
"02/22/2012","1.7064","1.7127","1.7161","1.7033","","-0.65%"
"02/21/2012","1.7175","1.7176","1.7176","1.7175","","-0.02%"
"02/20/2012","1.7178","1.7178","1.7178","1.7178","","0.16%"
"02/17/2012","1.7150","1.7165","1.7178","1.7095","","-0.09%"
"02/16/2012","1.7165","1.7287","1.7380","1.7125","","-0.72%"
"02/15/2012","1.7289","1.7239","1.7290","1.7127","","0.45%"
"02/14/2012","1.7211","1.7161","1.7277","1.7121","","0.27%"
"02/13/2012","1.7165","1.7225","1.7232","1.7095","","-0.25%"
"02/10/2012","1.7208","1.7163","1.7317","1.7163","","0.26%"
"02/09/2012","1.7163","1.7216","1.7270","1.7159","","-0.30%"
"02/08/2012","1.7214","1.7260","1.7260","1.7138","","-0.27%"
"02/07/2012","1.7260","1.7266","1.7327","1.7180","","-0.03%"
"02/06/2012","1.7266","1.7184","1.7350","1.7119","","0.61%"
"02/03/2012","1.7161","1.7184","1.7286","1.7131","","-0.20%"
"02/02/2012","1.7195","1.7342","1.7382","1.7182","","-0.85%"
"02/01/2012","1.7342","1.7494","1.7494","1.7285","","-0.74%"
"01/31/2012","1.7472","1.7485","1.7543","1.7339","","-0.16%"
"01/30/2012","1.7500","1.7462","1.7574","1.7460","","0.73%"
"01/27/2012","1.7374","1.7502","1.7510","1.7353","","-0.75%"
"01/26/2012","1.7505","1.7603","1.7612","1.7317","","-0.57%"
"01/25/2012","1.7605","1.7585","1.7635","1.7568","","0.11%"
"01/24/2012","1.7585","1.7568","1.7695","1.7506","","0.19%"
"01/23/2012","1.7552","1.7560","1.7600","1.7485","","0.02%"
"01/20/2012","1.7548","1.7673","1.7728","1.7547","","-0.61%"
"01/19/2012","1.7655","1.7667","1.7755","1.7574","","0.03%"
"01/18/2012","1.7649","1.7875","1.7883","1.7612","","-1.29%"
"01/17/2012","1.7880","1.7872","1.7888","1.7668","","0.12%"
"01/16/2012","1.7859","1.7862","1.7893","1.7805","","0.06%"
"01/13/2012","1.7849","1.7789","1.8083","1.7684","","0.39%"
"01/12/2012","1.7780","1.8030","1.8043","1.7744","","-1.39%"
"01/11/2012","1.8030","1.7998","1.8124","1.7966","","0.19%"
"01/10/2012","1.7995","1.8322","1.8322","1.7942","","-1.82%"
"01/09/2012","1.8329","1.8561","1.8567","1.8302","","-1.35%"
"01/06/2012","1.8579","1.8437","1.8584","1.8363","","0.77%"
"01/05/2012","1.8437","1.8311","1.8489","1.8300","","0.62%"
"01/04/2012","1.8323","1.8299","1.8364","1.8195","","0.10%"
"01/03/2012","1.8304","1.8725","1.8728","1.8286","","-2.16%"
"01/02/2012","1.8708","1.8657","1.8746","1.8542","","0.41%"
"12/30/2011","1.8632","1.8657","1.8662","1.8632","","-0.13%"
"12/29/2011","1.8657","1.8740","1.8879","1.8642","","-0.44%"
"12/28/2011","1.8740","1.8590","1.8880","1.8553","","0.68%"
"12/27/2011","1.8613","1.8556","1.8638","1.8533","","0.30%"
"12/26/2011","1.8558","1.8575","1.8612","1.8512","","-0.05%"
"12/23/2011","1.8567","1.8552","1.8628","1.8468","","0.03%"
"12/22/2011","1.8562","1.8602","1.8650","1.8490","","-0.24%"
"12/21/2011","1.8607","1.8450","1.8625","1.8406","","0.85%"
"12/20/2011","1.8450","1.8681","1.8681","1.8368","","-1.27%"
"12/19/2011","1.8687","1.8509","1.8718","1.8509","","0.90%"
"12/16/2011","1.8520","1.8599","1.8639","1.8400","","-0.44%"
"12/15/2011","1.8602","1.8794","1.8829","1.8525","","-1.04%"
"12/14/2011","1.8798","1.8650","1.8848","1.8620","","0.81%"
"12/13/2011","1.8647","1.8439","1.8697","1.8335","","1.13%"
"12/12/2011","1.8439","1.7979","1.8480","1.7972","","2.56%"
"12/09/2011","1.7979","1.8250","1.8250","1.7965","","-1.32%"
"12/08/2011","1.8220","1.7985","1.8272","1.7815","","1.27%"
"12/07/2011","1.7992","1.7915","1.8038","1.7860","","0.43%"
"12/06/2011","1.7915","1.7857","1.7998","1.7760","","0.32%"
"12/05/2011","1.7857","1.7909","1.7943","1.7755","","-0.31%"
"12/02/2011","1.7912","1.7990","1.8026","1.7770","","-0.49%"
"12/01/2011","1.8000","1.8088","1.8105","1.7820","","-0.46%"
"11/30/2011","1.8083","1.8465","1.8480","1.7945","","-1.99%"
"11/29/2011","1.8450","1.8545","1.8545","1.8330","","-0.50%"
"11/28/2011","1.8542","1.8619","1.8714","1.8483","","-2.00%"
"11/25/2011","1.8920","1.8959","1.9145","1.8740","","-0.32%"
"11/24/2011","1.8981","1.8673","1.9043","1.8486","","1.65%"
"11/23/2011","1.8672","1.8184","1.8746","1.8174","","2.68%"
"11/22/2011","1.8184","1.8070","1.8298","1.7973","","0.57%"
"11/21/2011","1.8081","1.8042","1.8200","1.8003","","1.24%"
"11/18/2011","1.7860","1.7780","1.7908","1.7649","","0.42%"
"11/17/2011","1.7785","1.7697","1.7890","1.7641","","0.50%"
"11/16/2011","1.7697","1.7683","1.7860","1.7652","","-0.14%"
"11/15/2011","1.7721","1.7679","1.7725","1.7679","","0.28%"
"11/14/2011","1.7671","1.7459","1.7725","1.7446","","1.42%"
"11/11/2011","1.7424","1.7614","1.7650","1.7414","","-1.08%"
"11/10/2011","1.7614","1.7795","1.7835","1.7540","","-1.02%"
"11/09/2011","1.7795","1.7321","1.7835","1.7321","","2.72%"
"11/08/2011","1.7323","1.7462","1.7530","1.7320","","-0.81%"
"11/07/2011","1.7464","1.7528","1.7640","1.7425","","-0.35%"
"11/04/2011","1.7525","1.7348","1.7615","1.7257","","0.91%"
"11/03/2011","1.7367","1.7313","1.7460","1.7130","","0.04%"
"11/02/2011","1.7360","1.7172","1.7625","1.7170","","-0.52%"
"11/01/2011","1.7450","1.7173","1.7626","1.7171","","1.62%"
"10/31/2011","1.7172","1.6725","1.7190","1.6725","","2.67%"
"10/28/2011","1.6725","1.7095","1.7147","1.6711","","-2.16%"
"10/27/2011","1.7095","1.7584","1.7411","1.6998","","-2.78%"
"10/26/2011","1.7584","1.7660","1.7718","1.7445","","-0.43%"
"10/25/2011","1.7660","1.7508","1.7687","1.7353","","0.87%"
"10/24/2011","1.7508","1.7751","1.7851","1.7468","","-1.35%"
"10/21/2011","1.7748","1.7812","1.7920","1.7653","","-0.36%"
"10/20/2011","1.7812","1.7731","1.8090","1.7621","","0.46%"
"10/19/2011","1.7731","1.7524","1.7783","1.7419","","1.18%"
"10/18/2011","1.7524","1.7733","1.7867","1.7464","","-1.20%"
"10/17/2011","1.7736","1.7319","1.7755","1.7319","","2.41%"
"10/14/2011","1.7319","1.7509","1.7518","1.7255","","-1.08%"
"10/13/2011","1.7508","1.7550","1.7664","1.7380","","-1.36%"
"10/12/2011","1.7750","1.7750","1.7750","1.7750","","0.00%"
"10/11/2011","1.7750","1.7624","1.7835","1.7510","","0.71%"
"10/10/2011","1.7624","1.7755","1.7755","1.7363","","-0.52%"
"10/07/2011","1.7717","1.7788","1.7850","1.7518","","-0.49%"
"10/06/2011","1.7805","1.8317","1.8375","1.7765","","-2.80%"
"10/05/2011","1.8317","1.8553","1.8615","1.8233","","-1.39%"
"10/04/2011","1.8575","1.8914","1.9020","1.8560","","-1.88%"
"10/03/2011","1.8930","1.8777","1.9175","1.8705","","0.75%"
"09/30/2011","1.8790","1.8395","1.8930","1.8395","","1.98%"
"09/29/2011","1.8425","1.8373","1.8567","1.8220","","0.29%"
"09/28/2011","1.8372","1.8042","1.8444","1.7980","","1.83%"
"09/27/2011","1.8042","1.8220","1.8220","1.7915","","-1.00%"
"09/26/2011","1.8225","1.8335","1.8658","1.8100","","-0.59%"
"09/23/2011","1.8333","1.9049","1.9231","1.8231","","-3.68%"
"09/22/2011","1.9033","1.8729","1.9498","1.8380","","1.04%"
"09/21/2011","1.8838","1.7857","1.8916","1.7851","","5.50%"
"09/20/2011","1.7856","1.7997","1.8020","1.7671","","-0.78%"
"09/19/2011","1.7997","1.7328","1.7997","1.7317","","3.87%"
"09/16/2011","1.7327","1.7045","1.7382","1.7045","","1.62%"
"09/15/2011","1.7050","1.7140","1.7197","1.6975","","-0.53%"
"09/14/2011","1.7140","1.7099","1.7387","1.7075","","0.23%"
"09/13/2011","1.7100","1.7034","1.7205","1.7015","","0.37%"
"09/12/2011","1.7037","1.6747","1.7273","1.6747","","1.84%"
"09/09/2011","1.6729","1.6599","1.6852","1.6583","","0.81%"
"09/08/2011","1.6595","1.6543","1.6630","1.6502","","0.33%"
"09/07/2011","1.6540","1.6548","1.6550","1.6540","","-0.08%"
"09/06/2011","1.6553","1.6433","1.6670","1.6418","","0.60%"
"09/05/2011","1.6454","1.6573","1.6603","1.6442","","0.24%"
"09/02/2011","1.6415","1.6200","1.6475","1.6183","","1.33%"
"09/01/2011","1.6200","1.5892","1.6213","1.5886","","1.94%"
"08/31/2011","1.5892","1.5953","1.6025","1.5807","","-0.44%"
"08/30/2011","1.5963","1.5912","1.5988","1.5830","","0.32%"
"08/29/2011","1.5912","1.6042","1.6042","1.5896","","-0.74%"
"08/26/2011","1.6031","1.6101","1.6162","1.6002","","-0.40%"
"08/25/2011","1.6096","1.6144","1.6182","1.6025","","-0.25%"
"08/24/2011","1.6137","1.5968","1.6157","1.5968","","1.06%"
"08/23/2011","1.5968","1.6081","1.6081","1.5920","","-0.65%"
"08/22/2011","1.6073","1.5975","1.6081","1.5858","","0.47%"
"08/19/2011","1.5998","1.5996","1.6059","1.5892","","0.06%"
"08/18/2011","1.5989","1.5890","1.6124","1.5869","","0.64%"
"08/17/2011","1.5888","1.5902","1.5912","1.5773","","-0.07%"
"08/16/2011","1.5899","1.5903","1.6033","1.5843","","0.11%"
"08/15/2011","1.5882","1.6133","1.6138","1.5873","","-1.42%"
"08/12/2011","1.6110","1.6274","1.6281","1.6026","","-1.00%"
